Clave,Producto,Id Sucursal,Fecha Pedido,Cantidad,Importe s/impuesto,Existencia
10000000251,BEB DEST DE UVA AÑEJO LOS REYES 940ML,1005,2022-03-30,,,1.0
10000000595,JE TIO PEPE 750ML,1005,2022-03-30,,,4.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1005,2022-03-30,,,15.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1005,2022-03-30,,,3.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1005,2022-03-30,,,4.0
10000001654,VB SAUV BLANC LOS VASCOS 750ML,1005,2022-03-30,,,9.0
10000001748,VR CABERNET SAUVIGNON LOS VASCOS 750ML,1005,2022-03-30,,,9.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1005,2022-03-30,,,10.0
10000001917,VT BERONIA CRIANZA 750ML,1005,2022-03-30,,,7.0
10000001918,VT BERONIA GRAN RESERVA 750ML,1005,2022-03-30,,,10.0
10000001919,VT BERONIA RESERVA 750ML,1005,2022-03-30,,,14.0
10000001972,VT CABERNET SAUVIGNON LOS VASCOS 750ML,1005,2022-03-30,,,3.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1005,2022-03-30,,,11.0
10000002014,VT CABERNET SAUVIGNON XA DOMECQ 750ML,1005,2022-03-30,,,11.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1005,2022-03-30,,,24.0
10000002385,VT TEMPRANILLO ALTOZANO 750ML,1005,2022-03-30,,,1.0
10000002801,BRA PRESIDENTE CLASICO 700ML,1005,2022-03-30,,,5.0
10000002802,BRA PRESIDENTE CLASICO 500ML,1005,2022-03-30,,,12.0
10000004129,BRA DON PEDRO CLASICO 750ML,1005,2022-03-30,,,13.0
10000004293,BRA DON PEDRO CLASICO 1L,1005,2022-03-30,,,10.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1005,2022-03-30,,,3.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1005,2022-03-30,,,6.0
10000004602,VE VILARNAU BRUT 750ML,1005,2022-03-30,,,5.0
10000004603,VE VILARNAU SEMI-SEC 750ML,1005,2022-03-30,,,13.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1005,2022-03-30,,,4.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1005,2022-03-30,,,6.0
10000005705,MEZ ZIGNUM AÑEJO 750  ML,1005,2022-03-30,,,3.0
10000005787,VT BERONIA CRIANZA 375ML,1005,2022-03-30,,,4.0
10000006025,MEZ SEÑORIO JOVEN 750ML,1005,2022-03-30,,,5.0
10000006027,MEZ SEÑORIO AÑEJO 750ML,1005,2022-03-30,,,18.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1005,2022-03-30,,,26.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1005,2022-03-30,,,1.0
10000008336,ANIS CHINCHON SEMIDULCE CAMPECHA 1L,1005,2022-03-30,,,14.0
10000010150,VT CARMENERE GRAN RVA LOS VASCOS 750ML,1005,2022-03-30,,,8.0
10000010156,VT ENTRELINEAS 750ML,1005,2022-03-30,,,1.0
10000010697,GIN PUERTO DE INDIAS STRAWBERRY 700ML,1005,2022-03-30,,,6.0
10000012198,THE LONDON NO. 1 1817R090,1005,2022-03-30,,,3.0
10000016711,LI LOS REYES 900ML,1005,2022-03-30,,,8.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1005,2022-03-30,,,8.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1006,2022-03-30,,,1.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1006,2022-03-30,,,12.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1006,2022-03-30,,,4.0
10000000207,BRA AZTECA DE ORO 700ML,1006,2022-03-30,,,24.0
10000000216,BRA DON PEDRO 1.750ML,1006,2022-03-30,,,11.0
10000000217,BRA DON PEDRO 200ML,1006,2022-03-30,,,15.0
10000000218,BRA DON PEDRO RESERVA ESP 500ML,1006,2022-03-30,,,18.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1006,2022-03-30,,,8.0
10000000223,BRA FUNDADOR 700ML,1006,2022-03-30,,,12.0
10000000231,BRA PRESIDENTE SOLERA 700ML,1006,2022-03-30,,,22.0
10000000238,BRA TERRY 1900 700ML,1006,2022-03-30,,,10.0
10000000240,BRA TERRY CENTENARIO 700ML,1006,2022-03-30,,,13.0
10000000595,JE TIO PEPE 750ML,1006,2022-03-30,,,8.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1006,2022-03-30,,,6.0
10000001872,BRA PRESIDENTE CLASICO 1.750 1LS,1006,2022-03-30,,,5.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1006,2022-03-30,,,57.0
10000001917,VT BERONIA CRIANZA 750ML,1006,2022-03-30,,,7.0
10000001918,VT BERONIA GRAN RESERVA 750ML,1006,2022-03-30,,,25.0
10000001919,VT BERONIA RESERVA 750ML,1006,2022-03-30,,,1.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1006,2022-03-30,,,34.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1006,2022-03-30,,,7.0
10000002147,VT LOS VASCOS CAB SAU GRAN RESERVA 750ML,1006,2022-03-30,,,6.0
10000002410,VT LE DIX DE LOS VASCOS 750ML,1006,2022-03-30,,,5.0
10000002801,BRA PRESIDENTE CLASICO 700ML,1006,2022-03-30,,,20.0
10000002802,BRA PRESIDENTE CLASICO 500ML,1006,2022-03-30,,,5.0
10000004129,BRA DON PEDRO CLASICO 750ML,1006,2022-03-30,,,10.0
10000004293,BRA DON PEDRO CLASICO 1L,1006,2022-03-30,,,7.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1006,2022-03-30,,,4.0
10000004603,VE VILARNAU SEMI-SEC 750ML,1006,2022-03-30,,,6.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1006,2022-03-30,,,6.0
10000005705,MEZ ZIGNUM AÑEJO 750  ML,1006,2022-03-30,,,2.0
10000005787,VT BERONIA CRIANZA 375ML,1006,2022-03-30,,,15.0
10000006025,MEZ SEÑORIO JOVEN 750ML,1006,2022-03-30,,,4.0
10000006027,MEZ SEÑORIO AÑEJO 750ML,1006,2022-03-30,,,2.0
10000006612,WHI DALMORE 15 AÑOS 700ML,1006,2022-03-30,,,2.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1006,2022-03-30,,,16.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1006,2022-03-30,,,26.0
10000008336,ANIS CHINCHON SEMIDULCE CAMPECHA 1L,1006,2022-03-30,,,8.0
10000012180,BERONIA 1817R051,1006,2022-03-30,,,1.0
10000016711,LI LOS REYES 900ML,1006,2022-03-30,,,17.0
10000018588,VT DOMINIO FOURNIER CRIANZA 2016 750 ML,1006,2022-03-30,,,12.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1006,2022-03-30,,,8.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1007,2022-03-30,,,13.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1007,2022-03-30,,,9.0
10000000207,BRA AZTECA DE ORO 700ML,1007,2022-03-30,,,27.0
10000000216,BRA DON PEDRO 1.750ML,1007,2022-03-30,,,5.0
10000000217,BRA DON PEDRO 200ML,1007,2022-03-30,,,10.0
10000000218,BRA DON PEDRO RESERVA ESP 500ML,1007,2022-03-30,,,11.0
10000000219,BRA DON PEDRO 750ML,1007,2022-03-30,,,8.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1007,2022-03-30,,,15.0
10000000223,BRA FUNDADOR 700ML,1007,2022-03-30,,,11.0
10000000231,BRA PRESIDENTE SOLERA 700ML,1007,2022-03-30,,,18.0
10000000238,BRA TERRY 1900 700ML,1007,2022-03-30,,,13.0
10000000240,BRA TERRY CENTENARIO 700ML,1007,2022-03-30,,,5.0
10000000251,BEB DEST DE UVA AÑEJO LOS REYES 940ML,1007,2022-03-30,,,60.0
10000000595,JE TIO PEPE 750ML,1007,2022-03-30,,,8.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1007,2022-03-30,,,22.0
10000000694,BRA PRESIDENTE CLASSICO 940ML,1007,2022-03-30,,,-1.0
10000001548,VB CHARD LOS VASCOS 750ML,1007,2022-03-30,,,5.0
10000001654,VB SAUV BLANC LOS VASCOS 750ML,1007,2022-03-30,,,1.0
10000001748,VR CABERNET SAUVIGNON LOS VASCOS 750ML,1007,2022-03-30,,,10.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1007,2022-03-30,,,13.0
10000001918,VT BERONIA GRAN RESERVA 750ML,1007,2022-03-30,,,13.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1007,2022-03-30,,,16.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1007,2022-03-30,,,2.0
10000002147,VT LOS VASCOS CAB SAU GRAN RESERVA 750ML,1007,2022-03-30,,,1.0
10000002396,VT CABERNET SAUVIGNON MERLOT VIÑAS 750ML,1007,2022-03-30,,,12.0
10000002404,VT VIÑAS DEL VERO CRIANZA 750ML,1007,2022-03-30,,,13.0
10000002410,VT LE DIX DE LOS VASCOS 750ML,1007,2022-03-30,,,12.0
10000002447,VB CHARD MACABEO VIÑAS DEL VE 750ML,1007,2022-03-30,,,6.0
10000002802,BRA PRESIDENTE CLASICO 500ML,1007,2022-03-30,,,12.0
10000003960,VT MALBEC TABLA NUMERO UNO 750ML,1007,2022-03-30,,,6.0
10000004129,BRA DON PEDRO CLASICO 750ML,1007,2022-03-30,,,15.0
10000004293,BRA DON PEDRO CLASICO 1L,1007,2022-03-30,,,15.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1007,2022-03-30,,,1.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1007,2022-03-30,,,-1.0
10000004602,VE VILARNAU BRUT 750ML,1007,2022-03-30,,,6.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1007,2022-03-30,,,10.0
10000005660,BRA BYASS 12 700ML,1007,2022-03-30,,,10.0
10000005787,VT BERONIA CRIANZA 375ML,1007,2022-03-30,,,6.0
10000006025,MEZ SEÑORIO JOVEN 750ML,1007,2022-03-30,,,6.0
10000006027,MEZ SEÑORIO AÑEJO 750ML,1007,2022-03-30,,,5.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1007,2022-03-30,,,24.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1007,2022-03-30,,,6.0
10000006834,WHI JOHN BARR ETIQUETA NEGRA 750ML,1007,2022-03-30,,,-1.0
10000009444,VT ZONIN MONTEPULCI D ABRUZZO 750ML,1007,2022-03-30,,,1.0
10000010150,VT CARMENERE GRAN RVA LOS VASCOS 750ML,1007,2022-03-30,,,4.0
10000016711,LI LOS REYES 900ML,1007,2022-03-30,,,11.0
10000018555,BRA PRESIDENTE CLASSICO 900ML,1007,2022-03-30,,,9.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1007,2022-03-30,,,12.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1008,2022-03-30,,,7.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1008,2022-03-30,,,11.0
10000000216,BRA DON PEDRO 1.750ML,1008,2022-03-30,,,5.0
10000000217,BRA DON PEDRO 200ML,1008,2022-03-30,,,40.0
10000000218,BRA DON PEDRO RESERVA ESP 500ML,1008,2022-03-30,,,36.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1008,2022-03-30,,,3.0
10000000223,BRA FUNDADOR 700ML,1008,2022-03-30,,,5.0
10000000240,BRA TERRY CENTENARIO 700ML,1008,2022-03-30,,,14.0
10000000595,JE TIO PEPE 750ML,1008,2022-03-30,,,6.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1008,2022-03-30,,,38.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1008,2022-03-30,,,29.0
10000001872,BRA PRESIDENTE CLASICO 1.750 1LS,1008,2022-03-30,,,7.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1008,2022-03-30,,,21.0
10000001917,VT BERONIA CRIANZA 750ML,1008,2022-03-30,,,20.0
10000001918,VT BERONIA GRAN RESERVA 750ML,1008,2022-03-30,,,13.0
10000001919,VT BERONIA RESERVA 750ML,1008,2022-03-30,,,15.0
10000001972,VT CABERNET SAUVIGNON LOS VASCOS 750ML,1008,2022-03-30,,,4.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1008,2022-03-30,,,12.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1008,2022-03-30,,,11.0
10000002404,VT VIÑAS DEL VERO CRIANZA 750ML,1008,2022-03-30,,,11.0
10000004129,BRA DON PEDRO CLASICO 750ML,1008,2022-03-30,,,5.0
10000004293,BRA DON PEDRO CLASICO 1L,1008,2022-03-30,,,9.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1008,2022-03-30,,,2.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1008,2022-03-30,,,5.0
10000004602,VE VILARNAU BRUT 750ML,1008,2022-03-30,,,9.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1008,2022-03-30,,,11.0
10000005660,BRA BYASS 12 700ML,1008,2022-03-30,,,12.0
10000005705,MEZ ZIGNUM AÑEJO 750  ML,1008,2022-03-30,,,1.0
10000005787,VT BERONIA CRIANZA 375ML,1008,2022-03-30,,,8.0
10000006027,MEZ SEÑORIO AÑEJO 750ML,1008,2022-03-30,,,1.0
10000006612,WHI DALMORE 15 AÑOS 700ML,1008,2022-03-30,,,2.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1008,2022-03-30,,,7.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1008,2022-03-30,,,13.0
10000008336,ANIS CHINCHON SEMIDULCE CAMPECHA 1L,1008,2022-03-30,,,13.0
10000009050,GIN MOM 700ML,1008,2022-03-30,,,2.0
10000016711,LI LOS REYES 900ML,1008,2022-03-30,,,30.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1008,2022-03-30,,,12.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1009,2022-03-30,,,12.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1009,2022-03-30,,,3.0
10000000207,BRA AZTECA DE ORO 700ML,1009,2022-03-30,,,12.0
10000000218,BRA DON PEDRO RESERVA ESP 500ML,1009,2022-03-30,,,17.0
10000000231,BRA PRESIDENTE SOLERA 700ML,1009,2022-03-30,,,11.0
10000000238,BRA TERRY 1900 700ML,1009,2022-03-30,,,6.0
10000000240,BRA TERRY CENTENARIO 700ML,1009,2022-03-30,,,5.0
10000000595,JE TIO PEPE 750ML,1009,2022-03-30,,,25.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1009,2022-03-30,,,17.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1009,2022-03-30,,,10.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1009,2022-03-30,,,20.0
10000001917,VT BERONIA CRIANZA 750ML,1009,2022-03-30,,,9.0
10000001919,VT BERONIA RESERVA 750ML,1009,2022-03-30,,,3.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1009,2022-03-30,,,12.0
10000002014,VT CABERNET SAUVIGNON XA DOMECQ 750ML,1009,2022-03-30,,,31.0
10000002147,VT LOS VASCOS CAB SAU GRAN RESERVA 750ML,1009,2022-03-30,,,12.0
10000002801,BRA PRESIDENTE CLASICO 700ML,1009,2022-03-30,,,7.0
10000004293,BRA DON PEDRO CLASICO 1L,1009,2022-03-30,,,12.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1009,2022-03-30,,,5.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1009,2022-03-30,,,9.0
10000004602,VE VILARNAU BRUT 750ML,1009,2022-03-30,,,16.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1009,2022-03-30,,,13.0
10000005705,MEZ ZIGNUM AÑEJO 750  ML,1009,2022-03-30,,,5.0
10000006025,MEZ SEÑORIO JOVEN 750ML,1009,2022-03-30,,,1.0
10000006027,MEZ SEÑORIO AÑEJO 750ML,1009,2022-03-30,,,11.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1009,2022-03-30,,,5.0
10000008336,ANIS CHINCHON SEMIDULCE CAMPECHA 1L,1009,2022-03-30,,,12.0
10000010697,GIN PUERTO DE INDIAS STRAWBERRY 700ML,1009,2022-03-30,,,4.0
10000016711,LI LOS REYES 900ML,1009,2022-03-30,,,22.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1009,2022-03-30,,,12.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1102,2022-03-30,,,1.0
10000000207,BRA AZTECA DE ORO 700ML,1102,2022-03-30,,,10.0
10000000216,BRA DON PEDRO 1.750ML,1102,2022-03-30,,,12.0
10000000218,BRA DON PEDRO RESERVA ESP 500ML,1102,2022-03-30,,,17.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1102,2022-03-30,,,16.0
10000000223,BRA FUNDADOR 700ML,1102,2022-03-30,,,2.0
10000000231,BRA PRESIDENTE SOLERA 700ML,1102,2022-03-30,,,14.0
10000000238,BRA TERRY 1900 700ML,1102,2022-03-30,,,2.0
10000000240,BRA TERRY CENTENARIO 700ML,1102,2022-03-30,,,3.0
10000000251,BEB DEST DE UVA AÑEJO LOS REYES 940ML,1102,2022-03-30,,,2.0
10000000595,JE TIO PEPE 750ML,1102,2022-03-30,,,8.0
10000000595,JE TIO PEPE 750ML,1102,2022-03-30,,,12.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1102,2022-03-30,,,24.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1102,2022-03-30,,,19.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1102,2022-03-30,,,44.0
10000001917,VT BERONIA CRIANZA 750ML,1102,2022-03-30,,,4.0
10000001917,VT BERONIA CRIANZA 750ML,1102,2022-03-30,,,36.0
10000001918,VT BERONIA GRAN RESERVA 750ML,1102,2022-03-30,,,7.0
10000001919,VT BERONIA RESERVA 750ML,1102,2022-03-30,,,2.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1102,2022-03-30,,,12.0
10000002014,VT CABERNET SAUVIGNON XA DOMECQ 750ML,1102,2022-03-30,,,11.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1102,2022-03-30,,,17.0
10000002801,BRA PRESIDENTE CLASICO 700ML,1102,2022-03-30,,,11.0
10000004129,BRA DON PEDRO CLASICO 750ML,1102,2022-03-30,,,12.0
10000004293,BRA DON PEDRO CLASICO 1L,1102,2022-03-30,,,9.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1102,2022-03-30,,,5.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1102,2022-03-30,,,6.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1102,2022-03-30,,,8.0
10000004602,VE VILARNAU BRUT 750ML,1102,2022-03-30,,,5.0
10000004603,VE VILARNAU SEMI-SEC 750ML,1102,2022-03-30,,,5.0
10000006025,MEZ SEÑORIO JOVEN 750ML,1102,2022-03-30,,,3.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1102,2022-03-30,,,4.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1102,2022-03-30,,,6.0
10000016711,LI LOS REYES 900ML,1102,2022-03-30,,,7.0
10000018588,VT DOMINIO FOURNIER CRIANZA 2016 750 ML,1102,2022-03-30,,,8.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1103,2022-03-30,,,1.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1103,2022-03-30,,,3.0
10000000207,BRA AZTECA DE ORO 700ML,1103,2022-03-30,,,9.0
10000000216,BRA DON PEDRO 1.750ML,1103,2022-03-30,,,6.0
10000000216,BRA DON PEDRO 1.750ML,1103,2022-03-30,,,6.0
10000000217,BRA DON PEDRO 200ML,1103,2022-03-30,,,23.0
10000000218,BRA DON PEDRO RESERVA ESP 500ML,1103,2022-03-30,,,20.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1103,2022-03-30,,,21.0
10000000223,BRA FUNDADOR 700ML,1103,2022-03-30,,,9.0
10000000231,BRA PRESIDENTE SOLERA 700ML,1103,2022-03-30,,,7.0
10000000232,BRA PRESIDENTE CLASSICO 50ML,1103,2022-03-30,,,1.0
10000000240,BRA TERRY CENTENARIO 700ML,1103,2022-03-30,,,17.0
10000000251,BEB DEST DE UVA AÑEJO LOS REYES 940ML,1103,2022-03-30,,,6.0
10000000672,BRA DON PEDRO GRAN RVA ESP 200ML,1103,2022-03-30,,,24.0
10000000693,BRA PRESIDENTE SOLERA 940ML,1103,2022-03-30,,,2.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1103,2022-03-30,,,17.0
10000001572,VB CHATEAU DOMECQ COSECHA SELECC D750ML,1103,2022-03-30,,,-1.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1103,2022-03-30,,,22.0
10000001917,VT BERONIA CRIANZA 750ML,1103,2022-03-30,,,9.0
10000001919,VT BERONIA RESERVA 750ML,1103,2022-03-30,,,1.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1103,2022-03-30,,,10.0
10000002014,VT CABERNET SAUVIGNON XA DOMECQ 750ML,1103,2022-03-30,,,21.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1103,2022-03-30,,,27.0
10000002147,VT LOS VASCOS CAB SAU GRAN RESERVA 750ML,1103,2022-03-30,,,7.0
10000002801,BRA PRESIDENTE CLASICO 700ML,1103,2022-03-30,,,9.0
10000004129,BRA DON PEDRO CLASICO 750ML,1103,2022-03-30,,,12.0
10000004293,BRA DON PEDRO CLASICO 1L,1103,2022-03-30,,,7.0
10000004293,BRA DON PEDRO CLASICO 1L,1103,2022-03-30,,,12.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1103,2022-03-30,,,9.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1103,2022-03-30,,,6.0
10000004602,VE VILARNAU BRUT 750ML,1103,2022-03-30,,,6.0
10000004603,VE VILARNAU SEMI-SEC 750ML,1103,2022-03-30,,,11.0
10000006712,MEZ RECUERDO DE OAXACA JOVEN 250ML,1103,2022-03-30,,,1.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1103,2022-03-30,,,9.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1103,2022-03-30,,,9.0
10000008336,ANIS CHINCHON SEMIDULCE CAMPECHA 1L,1103,2022-03-30,,,1.0
10000012180,BERONIA 1817R051,1103,2022-03-30,,,1.0
10000016711,LI LOS REYES 900ML,1103,2022-03-30,,,7.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1103,2022-03-30,,,12.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1104,2022-03-30,,,5.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1104,2022-03-30,,,1.0
10000000207,BRA AZTECA DE ORO 700ML,1104,2022-03-30,,,12.0
10000000216,BRA DON PEDRO 1.750ML,1104,2022-03-30,,,6.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1104,2022-03-30,,,10.0
10000000223,BRA FUNDADOR 700ML,1104,2022-03-30,,,10.0
10000000240,BRA TERRY CENTENARIO 700ML,1104,2022-03-30,,,23.0
10000000595,JE TIO PEPE 750ML,1104,2022-03-30,,,9.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1104,2022-03-30,,,13.0
10000001654,VB SAUV BLANC LOS VASCOS 750ML,1104,2022-03-30,,,11.0
10000001654,VB SAUV BLANC LOS VASCOS 750ML,1104,2022-03-30,,,8.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1104,2022-03-30,,,21.0
10000001917,VT BERONIA CRIANZA 750ML,1104,2022-03-30,,,19.0
10000002013,VT CABERNET SAUVIGNON XA DOMECQ 375ML,1104,2022-03-30,,,12.0
10000002014,VT CABERNET SAUVIGNON XA DOMECQ 750ML,1104,2022-03-30,,,15.0
10000002044,VT CHAT DOMECQ COSECHA SELECCIONADA750 M,1104,2022-03-30,,,11.0
10000002147,VT LOS VASCOS CAB SAU GRAN RESERVA 750ML,1104,2022-03-30,,,10.0
10000002410,VT LE DIX DE LOS VASCOS 750ML,1104,2022-03-30,,,6.0
10000002801,BRA PRESIDENTE CLASICO 700ML,1104,2022-03-30,,,8.0
10000004293,BRA DON PEDRO CLASICO 1L,1104,2022-03-30,,,7.0
10000004577,MEZ ZIGNUM PLATINUM JOVEN 700 ML,1104,2022-03-30,,,5.0
10000004578,MEZ ZIGNUM REPOSADO 700ML,1104,2022-03-30,,,11.0
10000004602,VE VILARNAU BRUT 750ML,1104,2022-03-30,,,7.0
10000004603,VE VILARNAU SEMI-SEC 750ML,1104,2022-03-30,,,6.0
10000004762,GIN THE LONDON ORIGINAL BLUE 700ML,1104,2022-03-30,,,4.0
10000005705,MEZ ZIGNUM AÑEJO 750  ML,1104,2022-03-30,,,5.0
10000006712,MEZ RECUERDO DE OAXACA JOVEN 250ML,1104,2022-03-30,,,6.0
10000006714,MEZ RECUERDO DE OAXACA JOVEN C/GU 750ML,1104,2022-03-30,,,6.0
10000006715,MEZ RECUERDO DE OAXACA BLANCO 750ML,1104,2022-03-30,,,11.0
10000008336,ANIS CHINCHON SEMIDULCE CAMPECHA 1L,1104,2022-03-30,,,5.0
10000009440,VT SURYA TERRE SICILIANE 750ML,1104,2022-03-30,,,6.0
10000012410,REGALO ZIGNUM 15R093,1104,2022-03-30,,,1.0
10000020812,GIN MEXICANA CANTERA VERDE 750ML,1104,2022-03-30,,,12.0
10000000072,ANIS ALCOHOLERA CHINCHON DULCE 1L,1105,2022-03-30,,,6.0
10000000073,ANIS ALCOHOLERA CHINCHON SECO 1L,1105,2022-03-30,,,1.0
10000000207,BRA AZTECA DE ORO 700ML,1105,2022-03-30,,,19.0
10000000216,BRA DON PEDRO 1.750ML,1105,2022-03-30,,,6.0
10000000217,BRA DON PEDRO 200ML,1105,2022-03-30,,,24.0
10000000220,BRA DON PEDRO RVA ESPECIAL 1L,1105,2022-03-30,,,12.0
10000000223,BRA FUNDADOR 700ML,1105,2022-03-30,,,12.0
10000000223,BRA FUNDADOR 700ML,1105,2022-03-30,,,2.0
10000000231,BRA PRESIDENTE SOLERA 700ML,1105,2022-03-30,,,12.0
10000000238,BRA TERRY 1900 700ML,1105,2022-03-30,,,5.0
10000000240,BRA TERRY CENTENARIO 700ML,1105,2022-03-30,,,15.0
10000000251,BEB DEST DE UVA AÑEJO LOS REYES 940ML,1105,2022-03-30,,,4.0
10000000595,JE TIO PEPE 750ML,1105,2022-03-30,,,16.0
10000000693,BRA PRESIDENTE SOLERA 940ML,1105,2022-03-30,,,2.0
10000001492,VB BLANC DE BLANCS  XA DOMECQ 750ML,1105,2022-03-30,,,13.0
10000001873,BRA PRESIDENTE CLASICO 200ML,1105,2022-03-30,,,24.0
10000001917,VT BERONIA CRIANZA 750ML,1105,2022-03-30,,,8.0
10000001917,VT BERONIA CRIANZA 750ML,1105,2022-03-30,,,12.0
10000001919,VT BERONIA RESERVA 750ML,1105,2022-03-30,,,2.0
